ID,shape,outlierType,outlierPosition,choice,success,rt,majorityOfMostRegularShapes,rot1,rot2,rot3,rot4,rot5,rot6,dil1,dil2,dil3,dil4,dil5,dil6,usedTouchscreen,population,age,classe
CAUET,kite,3,1,5,0,2879,False,2,6,4,3,1,5,6,4,5,2,1,3,True,baboons,,
CAUET,trapezoid,1,3,3,1,2582,False,1,3,4,2,6,5,1,3,4,2,6,5,True,baboons,,
CAUET,rustedHinge,3,3,3,1,2809,False,2,5,1,3,4,6,1,6,4,3,5,2,True,baboons,,
CAUET,isoTrapezoid,1,0,0,1,1773,False,6,5,4,1,2,3,2,3,4,5,1,6,True,baboons,,
CAUET,isoTrapezoid,3,0,4,0,1730,True,2,4,3,5,1,6,4,3,2,6,1,5,True,baboons,,
CAUET,parallelogram,1,1,1,1,1672,True,1,2,6,4,3,5,5,4,3,6,1,2,True,baboons,,
CAUET,random,1,2,5,0,1828,True,3,2,6,4,1,5,5,2,3,6,4,1,True,baboons,,
CAUET,random,0,1,1,1,1160,False,2,6,3,5,4,1,4,2,1,5,6,3,True,baboons,,
CAUET,parallelogram,0,4,4,1,1328,False,2,5,6,4,1,3,4,1,2,3,6,5,True,baboons,,
CAUET,square,1,1,5,0,1223,False,3,2,5,1,4,6,6,1,2,3,5,4,True,baboons,,
CAUET,rustedHinge,3,4,2,0,1750,True,4,1,5,3,2,6,5,6,1,3,2,4,True,baboons,,
CAUET,isoTrapezoid,2,4,4,1,1230,False,5,3,4,2,6,1,4,3,6,2,1,5,True,baboons,,
CAUET,square,3,4,5,0,2250,True,5,2,1,6,4,3,5,3,6,4,1,2,True,baboons,,
CAUET,parallelogram,3,3,3,1,750,False,2,5,4,1,6,3,5,6,1,2,4,3,True,baboons,,
CAUET,kite,1,4,2,0,1000,False,3,2,6,4,5,1,5,6,3,2,1,4,True,baboons,,
CAUET,rectangle,0,0,5,0,730,True,2,1,4,3,5,6,4,1,6,3,5,2,True,baboons,,
CAUET,rightKite,0,1,0,0,2410,True,5,2,1,3,6,4,3,6,4,5,1,2,True,baboons,,
CAUET,rightKite,0,5,5,1,2449,False,2,5,6,3,1,4,5,4,3,1,6,2,True,baboons,,
CAUET,losange,2,0,5,0,980,True,5,2,3,4,6,1,5,4,2,3,1,6,True,baboons,,
CAUET,kite,0,4,5,0,1281,True,2,3,6,1,5,4,4,3,1,2,6,5,True,baboons,,
CAUET,rectangle,3,5,5,1,1133,True,6,4,5,2,1,3,1,6,4,3,2,5,True,baboons,,
CAUET,trapezoid,2,3,3,1,1383,False,5,2,3,6,1,4,2,1,6,5,3,4,True,baboons,,
CAUET,rightKite,3,1,1,1,3000,True,3,2,5,6,4,1,2,3,1,6,5,4,True,baboons,,
CAUET,losange,2,3,0,0,2098,False,3,6,4,5,1,2,3,6,1,4,2,5,True,baboons,,
CAUET,isoTrapezoid,3,4,2,0,2609,False,1,6,2,5,4,3,2,5,3,1,6,4,True,baboons,,
CAUET,hinge,1,4,2,0,1570,True,1,5,4,6,3,2,3,1,6,4,5,2,True,baboons,,
CAUET,isoTrapezoid,1,2,2,1,1359,True,5,6,3,1,4,2,1,2,6,5,3,4,True,baboons,,
CAUET,rustedHinge,0,3,5,0,1758,True,3,6,5,2,4,1,6,1,2,3,4,5,True,baboons,,
CAUET,random,3,5,3,0,1441,True,6,3,2,5,4,1,5,3,4,2,1,6,True,baboons,,
CAUET,losange,0,2,4,0,3152,True,1,5,4,2,6,3,5,4,6,3,2,1,True,baboons,,
CAUET,kite,2,4,4,1,1441,False,2,5,6,4,3,1,2,5,1,3,6,4,True,baboons,,
CAUET,kite,3,2,2,1,1449,True,1,4,6,2,5,3,3,2,4,5,1,6,True,baboons,,
CAUET,losange,1,4,4,1,1020,True,6,1,4,3,2,5,5,3,6,4,2,1,True,baboons,,
CAUET,hinge,1,0,0,1,906,False,6,4,2,1,5,3,6,3,1,2,5,4,True,baboons,,
CAUET,rectangle,0,0,0,1,859,False,1,5,3,2,4,6,3,4,5,1,2,6,True,baboons,,
CAUET,random,3,4,4,1,1027,False,4,2,3,5,1,6,5,1,3,4,6,2,True,baboons,,
CAUET,trapezoid,0,3,4,0,1453,True,3,6,2,5,1,4,3,4,5,2,6,1,True,baboons,,
CAUET,rightKite,3,0,3,0,699,True,6,4,5,1,2,3,2,1,4,6,3,5,True,baboons,,
CAUET,rightKite,1,4,0,0,1359,False,6,4,2,3,5,1,6,2,4,1,3,5,True,baboons,,
CAUET,parallelogram,2,0,5,0,4438,False,5,4,1,3,6,2,4,5,2,6,1,3,True,baboons,,
CAUET,square,1,1,1,1,1840,True,2,4,3,6,5,1,6,3,1,4,2,5,True,baboons,,
CAUET,trapezoid,3,5,4,0,1969,False,6,5,4,2,3,1,4,3,5,2,1,6,True,baboons,,
CAUET,square,2,1,4,0,2238,False,3,5,1,6,4,2,6,1,3,5,2,4,True,baboons,,
CAUET,rustedHinge,3,5,3,0,1742,True,3,1,5,6,2,4,5,2,4,6,3,1,True,baboons,,
CAUET,losange,3,0,5,0,1109,True,5,6,2,4,3,1,6,1,2,5,4,3,True,baboons,,
CAUET,rectangle,3,4,4,1,980,True,2,3,6,4,1,5,4,5,2,3,6,1,True,baboons,,
CAUET,hinge,1,3,4,0,1719,True,6,3,4,2,1,5,4,2,5,1,6,3,True,baboons,,
CAUET,random,3,2,3,0,2871,True,6,3,4,1,5,2,4,5,1,6,2,3,True,baboons,,
CAUET,parallelogram,1,0,4,0,2449,False,1,4,2,6,5,3,4,6,1,2,3,5,True,baboons,,
CAUET,kite,1,3,3,1,1332,False,1,2,3,4,5,6,1,4,6,3,5,2,True,baboons,,
CAUET,isoTrapezoid,0,0,1,0,1668,True,2,1,3,4,5,6,1,2,4,6,5,3,True,baboons,,
CAUET,hinge,2,1,1,1,1129,False,2,6,3,4,1,5,5,6,3,2,4,1,True,baboons,,
CAUET,kite,2,5,5,1,1699,False,6,4,2,1,3,5,6,4,2,1,3,5,True,baboons,,
CAUET,trapezoid,1,0,0,1,1230,False,5,1,3,2,4,6,6,3,4,5,2,1,True,baboons,,
CAUET,kite,3,3,4,0,1723,True,2,6,5,4,1,3,2,6,5,1,3,4,True,baboons,,
CAUET,random,0,3,3,1,2328,False,6,1,2,3,4,5,2,6,1,3,5,4,True,baboons,,
CAUET,rectangle,2,3,3,1,1062,False,1,2,6,4,5,3,1,4,3,6,2,5,True,baboons,,
CAUET,parallelogram,0,3,1,0,2570,True,4,1,5,3,6,2,4,2,6,3,5,1,True,baboons,,
CAUET,kite,3,1,5,0,3141,False,5,4,3,1,6,2,6,2,3,1,5,4,True,baboons,,
CAUET,kite,0,5,1,0,1750,True,6,1,5,3,2,4,6,2,5,3,1,4,True,baboons,,
CAUET,square,3,4,2,0,2762,False,2,5,1,6,4,3,5,3,6,2,1,4,True,baboons,,
CAUET,rectangle,1,1,1,1,1938,False,6,2,3,5,1,4,6,2,4,3,5,1,True,baboons,,
CAUET,rightKite,3,5,5,1,3020,False,4,3,6,2,5,1,5,3,1,6,2,4,True,baboons,,
CAUET,hinge,2,4,4,1,1141,True,4,5,6,3,1,2,1,5,6,2,4,3,True,baboons,,
CAUET,losange,2,2,3,0,1672,True,6,5,3,1,4,2,2,4,3,1,5,6,True,baboons,,
CAUET,rustedHinge,3,3,3,1,2250,False,3,6,4,1,5,2,5,2,6,3,1,4,True,baboons,,
CAUET,rightKite,2,0,5,0,1852,False,3,6,4,2,1,5,3,6,1,4,5,2,True,baboons,,
CAUET,random,2,3,3,1,1941,False,5,1,6,4,2,3,5,3,6,4,1,2,True,baboons,,
CAUET,square,3,5,0,0,3027,True,3,6,5,2,1,4,5,1,3,2,6,4,True,baboons,,
CAUET,random,1,0,4,0,1270,True,4,2,1,6,5,3,2,1,6,4,5,3,True,baboons,,
CAUET,random,3,2,0,0,2660,False,6,5,2,1,4,3,6,1,2,5,4,3,True,baboons,,
CAUET,trapezoid,1,4,1,0,1949,True,2,4,1,5,6,3,3,4,5,6,1,2,True,baboons,,
CAUET,rightKite,0,4,0,0,2141,True,6,2,3,4,1,5,1,5,6,2,3,4,True,baboons,,
CAUET,rustedHinge,0,5,0,0,2922,False,1,2,3,4,5,6,4,3,6,1,5,2,True,baboons,,
CAUET,rustedHinge,2,1,3,0,1230,False,4,3,1,2,5,6,1,5,2,6,4,3,True,baboons,,
CAUET,trapezoid,2,4,1,0,1223,False,3,5,2,4,1,6,2,4,6,1,5,3,True,baboons,,
CAUET,rectangle,1,0,0,1,2141,True,6,4,5,3,2,1,5,1,4,3,2,6,True,baboons,,
CAUET,square,1,2,5,0,1141,False,2,5,1,3,4,6,2,4,3,5,1,6,True,baboons,,
CAUET,kite,0,4,4,1,1137,False,1,3,5,4,2,6,2,4,1,6,3,5,True,baboons,,
CAUET,hinge,3,5,1,0,1711,False,3,2,4,6,1,5,2,4,5,6,3,1,True,baboons,,
CAUET,isoTrapezoid,1,5,5,1,918,True,3,6,1,4,2,5,6,2,5,4,1,3,True,baboons,,
CAUET,rightKite,1,5,5,1,672,True,2,6,4,1,5,3,6,4,1,5,3,2,True,baboons,,
CAUET,random,0,1,5,0,1551,True,3,5,1,6,4,2,3,4,1,6,2,5,True,baboons,,
CAUET,isoTrapezoid,3,4,3,0,1883,True,3,4,6,2,5,1,2,6,3,1,4,5,True,baboons,,
CAUET,random,2,4,3,0,2750,True,2,6,5,4,3,1,2,4,3,6,5,1,True,baboons,,
CAUET,parallelogram,2,2,3,0,2641,True,5,4,6,1,3,2,3,6,1,4,5,2,True,baboons,,
CAUET,parallelogram,3,2,1,0,1551,True,4,5,1,3,2,6,4,3,2,1,6,5,True,baboons,,
CAUET,rectangle,0,2,2,1,1039,False,4,2,1,6,5,3,5,6,2,4,1,3,True,baboons,,
CAUET,square,0,2,3,0,1781,True,5,2,3,1,4,6,1,6,2,4,3,5,True,baboons,,
CAUET,losange,2,1,1,1,2910,False,2,3,6,5,1,4,3,2,6,5,4,1,True,baboons,,
CAUET,hinge,3,0,1,0,1281,True,1,3,4,6,5,2,2,5,4,6,1,3,True,baboons,,
CAUET,isoTrapezoid,0,5,5,1,3910,False,5,1,6,2,3,4,6,4,5,2,3,1,True,baboons,,
CAUET,hinge,0,0,1,0,1109,True,1,2,5,4,3,6,2,5,1,4,3,6,True,baboons,,
CAUET,hinge,1,1,0,0,3059,False,5,2,3,6,1,4,5,1,3,2,6,4,True,baboons,,
CAUET,square,0,2,5,0,2840,False,3,4,5,6,2,1,1,4,5,2,6,3,True,baboons,,
CAUET,parallelogram,0,3,5,0,1898,False,3,4,2,5,6,1,3,5,4,2,6,1,True,baboons,,
CAUET,rectangle,0,2,1,0,2090,True,2,1,3,5,6,4,3,4,6,1,5,2,True,baboons,,
CAUET,isoTrapezoid,2,5,5,1,1141,False,1,3,5,2,4,6,1,6,4,3,2,5,True,baboons,,
CAUET,parallelogram,1,4,4,1,1297,True,3,4,5,6,1,2,5,2,4,1,3,6,True,baboons,,
CAUET,trapezoid,3,3,4,0,1082,True,2,4,6,3,1,5,4,3,2,1,6,5,True,baboons,,
CAUET,isoTrapezoid,1,5,5,1,2199,False,4,3,2,5,1,6,2,3,6,5,4,1,True,baboons,,
CAUET,losange,0,3,5,0,1461,True,4,3,5,2,6,1,2,5,4,6,1,3,True,baboons,,
CAUET,losange,0,4,4,1,1359,False,5,3,6,2,1,4,4,6,3,1,2,5,True,baboons,,
CAUET,kite,2,1,2,0,3777,True,3,6,5,4,2,1,6,3,1,4,2,5,True,baboons,,
CAUET,rustedHinge,0,1,3,0,2820,True,3,2,4,1,6,5,5,6,4,1,3,2,True,baboons,,
CAUET,losange,1,1,1,1,1398,True,1,6,5,4,2,3,3,6,2,5,4,1,True,baboons,,
CAUET,isoTrapezoid,2,4,1,0,1949,True,2,6,5,3,1,4,6,4,3,1,5,2,True,baboons,,
CAUET,square,2,0,0,1,1898,True,1,2,6,3,5,4,6,1,3,2,4,5,True,baboons,,
CAUET,rightKite,2,3,3,1,1910,True,6,3,1,4,2,5,6,4,2,5,3,1,True,baboons,,
CAUET,rustedHinge,2,2,2,1,1270,True,6,5,2,4,1,3,1,3,5,2,6,4,True,baboons,,
CAUET,isoTrapezoid,3,0,0,1,1988,False,2,5,4,3,1,6,3,1,4,5,2,6,True,baboons,,
CAUET,trapezoid,0,2,2,1,1680,False,1,6,3,2,4,5,5,4,1,6,2,3,True,baboons,,
CAUET,kite,1,5,4,0,1777,True,1,6,2,3,5,4,5,6,4,2,1,3,True,baboons,,
CAUET,losange,3,3,5,0,1102,False,5,4,2,3,6,1,2,4,6,3,5,1,True,baboons,,
CAUET,rightKite,0,2,1,0,2672,False,4,1,6,5,2,3,6,2,1,5,3,4,True,baboons,,
CAUET,parallelogram,3,2,3,0,1609,False,5,1,4,6,2,3,1,3,6,5,2,4,True,baboons,,
CAUET,hinge,0,3,0,0,2590,False,6,2,4,3,1,5,5,2,3,4,1,6,True,baboons,,
CAUET,rectangle,2,5,5,1,891,True,5,1,6,3,2,4,1,6,2,4,5,3,True,baboons,,
CAUET,rustedHinge,1,1,3,0,1277,True,5,6,4,1,3,2,1,3,4,6,5,2,True,baboons,,
CAUET,rectangle,3,2,1,0,2078,False,1,2,4,6,5,3,3,5,6,1,2,4,True,baboons,,
CAUET,losange,1,4,1,0,3090,False,1,3,5,4,2,6,4,1,3,6,5,2,True,baboons,,
CAUET,rustedHinge,1,1,1,1,1320,False,3,6,4,1,5,2,6,3,2,1,5,4,True,baboons,,
CAUET,random,1,0,0,1,1480,False,6,3,5,4,2,1,6,5,2,1,4,3,True,baboons,,
CAUET,trapezoid,2,0,5,0,1582,True,2,6,4,5,3,1,6,2,4,3,5,1,True,baboons,,
EWINE,trapezoid,0,2,3,0,3430,True,1,2,4,5,6,3,4,1,5,3,6,2,True,baboons,,
EWINE,rightKite,0,2,1,0,1949,True,6,1,5,4,2,3,3,5,2,6,4,1,True,baboons,,
EWINE,kite,2,2,2,1,2250,True,6,3,5,4,2,1,5,3,1,4,2,6,True,baboons,,
EWINE,losange,0,2,4,0,1590,False,2,5,6,4,1,3,6,1,2,5,4,3,True,baboons,,
EWINE,kite,3,5,1,0,2703,True,4,1,3,2,6,5,1,5,2,3,6,4,True,baboons,,
EWINE,parallelogram,2,2,3,0,2160,True,6,2,1,3,5,4,3,2,4,1,6,5,True,baboons,,
EWINE,square,0,1,0,0,2660,False,2,3,4,6,1,5,5,1,4,2,3,6,True,baboons,,
EWINE,hinge,0,0,4,0,3742,True,3,4,1,5,6,2,4,1,3,2,5,6,True,baboons,,
EWINE,hinge,1,3,3,1,2551,True,3,6,4,1,5,2,6,3,2,5,1,4,True,baboons,,
EWINE,hinge,2,3,2,0,391,True,4,2,1,5,3,6,5,3,4,2,6,1,True,baboons,,
EWINE,kite,0,2,2,1,2031,True,5,1,6,3,2,4,6,5,3,4,2,1,True,baboons,,
EWINE,hinge,1,4,4,1,1027,False,6,2,5,1,4,3,3,2,4,1,5,6,True,baboons,,
EWINE,rustedHinge,0,5,0,0,2219,False,6,3,2,4,1,5,4,6,2,1,5,3,True,baboons,,
EWINE,random,2,1,4,0,1059,False,6,2,4,1,5,3,4,3,5,2,1,6,True,baboons,,
EWINE,hinge,2,1,1,1,1391,False,3,4,5,6,1,2,5,2,1,3,4,6,True,baboons,,
EWINE,parallelogram,1,5,5,1,820,True,1,3,6,5,4,2,3,5,4,2,6,1,True,baboons,,
EWINE,parallelogram,1,0,3,0,2160,False,5,4,1,6,2,3,6,3,5,2,1,4,True,baboons,,
EWINE,rightKite,2,0,2,0,809,True,3,1,6,4,2,5,2,3,6,5,4,1,True,baboons,,
EWINE,rustedHinge,3,3,2,0,1762,False,2,3,6,1,4,5,2,6,5,4,1,3,True,baboons,,
EWINE,parallelogram,2,1,1,1,1602,False,6,2,3,1,4,5,2,3,1,6,5,4,True,baboons,,
EWINE,rectangle,1,4,5,0,1078,False,6,5,3,2,1,4,3,5,6,4,1,2,True,baboons,,
EWINE,isoTrapezoid,0,0,3,0,1570,True,4,5,2,1,6,3,1,4,5,2,3,6,True,baboons,,
EWINE,hinge,0,0,5,0,3027,False,5,3,2,1,4,6,5,4,1,2,3,6,True,baboons,,
EWINE,random,3,1,4,0,1129,False,2,4,6,3,1,5,3,5,1,2,4,6,True,baboons,,
EWINE,isoTrapezoid,3,3,0,0,2328,False,2,4,3,1,6,5,1,6,5,4,3,2,True,baboons,,
EWINE,square,3,5,5,1,1219,True,6,5,3,2,4,1,4,6,5,3,2,1,True,baboons,,
EWINE,random,3,4,4,1,1250,True,4,3,5,6,1,2,4,2,6,1,3,5,True,baboons,,
EWINE,trapezoid,3,0,2,0,1168,True,5,3,1,4,2,6,4,5,1,2,3,6,True,baboons,,
EWINE,rectangle,2,2,2,1,1672,True,2,4,3,5,6,1,5,4,3,2,6,1,True,baboons,,
EWINE,rustedHinge,0,5,0,0,3969,True,2,4,1,3,6,5,1,6,4,2,3,5,True,baboons,,
EWINE,parallelogram,3,5,4,0,2219,False,2,6,4,3,1,5,3,1,4,2,6,5,True,baboons,,
EWINE,kite,3,4,4,1,852,False,2,5,4,6,1,3,2,3,5,1,4,6,True,baboons,,
EWINE,isoTrapezoid,0,3,5,0,1250,False,2,3,4,5,6,1,5,3,6,1,4,2,True,baboons,,
EWINE,rustedHinge,1,4,4,1,1109,False,4,6,2,1,3,5,3,2,4,1,5,6,True,baboons,,
EWINE,square,2,1,1,1,2070,False,2,5,4,6,1,3,4,2,1,3,5,6,True,baboons,,
EWINE,rectangle,2,0,3,0,1980,False,1,5,4,6,2,3,6,1,5,2,4,3,True,baboons,,
EWINE,rectangle,3,5,5,1,1492,True,3,2,1,5,6,4,4,1,6,2,5,3,True,baboons,,
EWINE,rustedHinge,2,0,4,0,1461,False,1,4,3,6,5,2,2,1,4,5,6,3,True,baboons,,
EWINE,losange,1,1,4,0,2680,False,1,5,3,2,6,4,5,6,4,3,1,2,True,baboons,,
EWINE,parallelogram,3,3,5,0,910,True,1,6,4,5,2,3,2,5,3,4,6,1,True,baboons,,
EWINE,isoTrapezoid,2,5,5,1,1223,False,1,6,4,3,2,5,4,1,6,3,5,2,True,baboons,,
EWINE,rightKite,3,2,0,0,2629,False,4,3,6,1,2,5,1,6,2,5,4,3,True,baboons,,
EWINE,hinge,3,2,3,0,2668,True,6,2,1,5,3,4,6,1,3,5,4,2,True,baboons,,
EWINE,trapezoid,0,5,4,0,1320,False,4,5,3,6,2,1,6,4,1,5,3,2,True,baboons,,
EWINE,rightKite,3,4,3,0,1750,True,4,3,6,5,2,1,5,3,4,6,2,1,True,baboons,,
EWINE,random,0,0,5,0,980,False,5,3,6,1,4,2,6,3,1,2,4,5,True,baboons,,
EWINE,rustedHinge,3,2,1,0,1332,True,1,3,4,5,2,6,2,6,4,1,3,5,True,baboons,,
EWINE,random,1,3,3,1,859,False,3,1,2,6,5,4,5,6,3,1,2,4,True,baboons,,
EWINE,square,3,5,0,0,1219,False,1,5,4,2,6,3,2,4,5,3,1,6,True,baboons,,
EWINE,square,1,2,2,1,668,True,2,6,1,3,5,4,2,6,4,3,5,1,True,baboons,,
EWINE,rustedHinge,2,3,3,1,1863,True,5,4,1,6,2,3,6,1,4,3,2,5,True,baboons,,
EWINE,kite,2,4,4,1,1230,False,5,2,3,4,1,6,4,6,3,1,2,5,True,baboons,,
EWINE,losange,2,5,4,0,1422,True,5,2,4,3,1,6,3,6,1,5,2,4,True,baboons,,
EWINE,isoTrapezoid,2,1,3,0,3570,True,3,6,5,1,2,4,6,5,3,2,4,1,True,baboons,,
EWINE,random,2,0,0,1,1957,True,6,2,4,5,3,1,6,3,5,4,1,2,True,baboons,,
EWINE,isoTrapezoid,1,3,3,1,1602,False,1,6,4,2,3,5,1,4,6,2,3,5,True,baboons,,
EWINE,rightKite,0,2,2,1,1250,False,4,5,2,3,1,6,5,1,2,4,3,6,True,baboons,,
EWINE,square,0,3,3,1,1770,True,1,2,3,6,4,5,1,6,5,3,4,2,True,baboons,,
EWINE,rectangle,1,4,4,1,1109,True,6,5,4,3,1,2,2,3,6,4,5,1,True,baboons,,
EWINE,losange,0,5,5,1,3402,True,1,4,3,6,5,2,4,6,2,3,5,1,True,baboons,,
EWINE,random,0,1,3,0,1332,True,6,2,5,4,1,3,1,3,5,2,4,6,True,baboons,,
EWINE,random,1,3,3,1,730,True,4,2,5,3,6,1,4,2,3,5,6,1,True,baboons,,
EWINE,trapezoid,1,2,3,0,1961,False,2,3,1,5,6,4,1,2,3,5,6,4,True,baboons,,
EWINE,losange,3,4,0,0,1980,True,1,5,3,4,6,2,3,4,1,2,5,6,True,baboons,,
EWINE,trapezoid,2,3,1,0,3332,True,6,2,4,1,3,5,6,3,1,5,2,4,True,baboons,,
EWINE,rightKite,2,1,4,0,1520,False,5,3,6,2,1,4,5,1,6,2,3,4,True,baboons,,
EWINE,rightKite,1,1,3,0,1398,False,3,4,2,1,5,6,1,4,2,6,3,5,True,baboons,,
EWINE,parallelogram,0,0,3,0,2418,False,5,1,3,6,4,2,6,2,3,1,5,4,True,baboons,,
EWINE,parallelogram,0,1,2,0,2840,True,2,5,6,4,3,1,1,2,5,3,4,6,True,baboons,,
EWINE,hinge,3,4,1,0,1750,False,2,1,6,3,5,4,5,1,2,6,3,4,True,baboons,,
EWINE,trapezoid,2,4,4,1,2730,False,5,4,1,2,6,3,1,5,2,4,3,6,True,baboons,,
EWINE,isoTrapezoid,1,4,4,1,609,True,6,1,3,4,5,2,4,5,3,1,6,2,True,baboons,,
EWINE,square,1,2,2,1,922,False,2,4,5,3,1,6,5,1,6,4,2,3,True,baboons,,
EWINE,rightKite,1,1,1,1,1398,True,6,2,4,1,3,5,4,6,5,1,3,2,True,baboons,,
EWINE,rustedHinge,1,5,0,0,1117,True,4,2,3,6,1,5,5,3,2,4,6,1,True,baboons,,
EWINE,rectangle,3,5,5,1,859,False,4,1,3,2,5,6,4,5,6,1,3,2,True,baboons,,
EWINE,losange,1,0,0,1,1582,True,3,6,2,1,4,5,4,1,5,3,2,6,True,baboons,,
EWINE,kite,1,0,0,1,1230,False,1,6,2,3,4,5,6,4,3,1,5,2,True,baboons,,
EWINE,isoTrapezoid,3,0,1,0,1520,True,5,1,4,3,2,6,5,6,1,3,2,4,True,baboons,,
EWINE,trapezoid,3,4,5,0,2508,False,1,4,6,3,5,2,2,4,3,6,5,1,True,baboons,,
EWINE,rectangle,0,2,3,0,801,True,3,4,2,1,6,5,1,2,6,4,5,3,True,baboons,,
EWINE,rectangle,0,4,1,0,2469,False,4,3,5,6,2,1,6,5,1,4,2,3,True,baboons,,
EWINE,kite,0,1,3,0,3059,False,3,6,2,1,4,5,3,5,2,6,1,4,True,baboons,,
EWINE,losange,2,3,1,0,1730,False,5,6,1,2,4,3,4,6,2,1,5,3,True,baboons,,
EWINE,square,2,0,0,1,1629,True,4,6,5,2,3,1,5,6,4,1,2,3,True,baboons,,
EWINE,losange,3,1,4,0,2230,False,2,3,1,4,6,5,2,5,4,1,3,6,True,baboons,,
EWINE,trapezoid,1,4,4,1,633,True,6,4,5,3,1,2,4,5,2,3,6,1,True,baboons,,
EWINE,kite,1,5,5,1,891,True,6,4,2,3,5,1,2,3,5,6,4,1,True,baboons,,
EWINE,losange,0,1,3,0,3672,False,2,3,4,6,5,1,6,5,3,2,4,1,True,baboons,,
EWINE,rightKite,0,1,1,1,949,False,6,1,4,5,3,2,5,6,2,4,3,1,True,baboons,,
EWINE,rustedHinge,3,5,0,0,2750,True,6,5,4,2,3,1,6,5,3,1,2,4,True,baboons,,
EWINE,kite,0,2,0,0,1629,True,2,3,1,4,6,5,2,5,4,1,3,6,True,baboons,,
EWINE,rustedHinge,1,0,0,1,1012,True,3,5,2,6,4,1,5,6,4,1,2,3,True,baboons,,
EWINE,parallelogram,0,4,4,1,1789,False,6,1,2,3,5,4,2,4,5,1,3,6,True,baboons,,
EWINE,rustedHinge,1,2,3,0,2391,False,5,4,1,6,3,2,4,6,1,5,3,2,True,baboons,,
EWINE,trapezoid,3,5,2,0,1008,False,6,3,1,4,2,5,3,2,6,5,1,4,True,baboons,,
EWINE,rectangle,2,4,4,1,883,True,6,3,4,2,5,1,5,2,6,3,1,4,True,baboons,,
EWINE,square,0,3,0,0,742,True,6,1,2,4,3,5,3,1,2,6,4,5,True,baboons,,
EWINE,parallelogram,0,4,2,0,1863,True,2,3,6,5,1,4,2,4,1,6,5,3,True,baboons,,
EWINE,trapezoid,2,2,0,0,2020,True,6,3,4,2,5,1,3,2,4,6,1,5,True,baboons,,
EWINE,hinge,3,5,1,0,1008,True,3,6,2,5,4,1,5,6,1,2,3,4,True,baboons,,
EWINE,hinge,1,1,1,1,898,True,5,1,3,2,6,4,5,6,4,2,1,3,True,baboons,,
EWINE,losange,0,3,4,0,1719,True,6,3,5,4,2,1,6,2,3,5,4,1,True,baboons,,
EWINE,losange,2,5,5,1,1082,True,5,2,3,6,4,1,1,2,6,5,4,3,True,baboons,,
EWINE,kite,3,1,4,0,742,False,5,6,4,3,2,1,3,2,5,6,4,1,True,baboons,,
EWINE,rustedHinge,0,0,4,0,1250,False,3,4,5,2,1,6,4,3,6,1,5,2,True,baboons,,
EWINE,rightKite,3,1,0,0,2141,False,1,3,2,4,6,5,1,6,5,4,2,3,True,baboons,,
EWINE,rectangle,2,1,1,1,1641,False,1,4,5,2,6,3,6,4,2,3,1,5,True,baboons,,
EWINE,hinge,0,5,1,0,1641,True,3,2,6,1,5,4,2,4,6,1,3,5,True,baboons,,
EWINE,hinge,0,3,5,0,1410,False,2,6,4,5,3,1,3,6,5,1,4,2,True,baboons,,
EWINE,isoTrapezoid,1,3,3,1,1359,False,1,5,4,6,3,2,4,3,1,6,2,5,True,baboons,,
EWINE,rustedHinge,3,1,1,1,1109,False,2,1,4,3,5,6,3,5,2,1,6,4,True,baboons,,
EWINE,hinge,3,0,0,1,1168,False,4,1,2,3,6,5,1,6,5,3,4,2,True,baboons,,
EWINE,losange,3,2,4,0,1980,True,1,5,6,3,4,2,2,6,4,5,3,1,True,baboons,,
EWINE,losange,1,1,5,0,1648,False,6,3,2,5,1,4,5,2,6,3,1,4,True,baboons,,
EWINE,random,0,1,3,0,840,True,6,4,3,1,2,5,1,4,2,6,5,3,True,baboons,,
EWINE,rightKite,2,1,1,1,922,True,5,3,4,2,6,1,4,2,1,6,3,5,True,baboons,,
EWINE,kite,1,5,1,0,332,True,5,2,1,3,4,6,2,1,5,3,6,4,True,baboons,,
EWINE,losange,3,2,0,0,2168,False,6,3,2,5,1,4,3,2,1,4,6,5,True,baboons,,
EWINE,hinge,2,3,3,1,652,True,1,2,4,6,3,5,3,4,5,6,2,1,True,baboons,,
EWINE,isoTrapezoid,2,3,5,0,1723,True,3,2,6,4,1,5,5,4,6,3,2,1,True,baboons,,
EWINE,isoTrapezoid,0,4,2,0,1316,True,2,4,1,6,5,3,3,2,4,6,1,5,True,baboons,,
EWINE,random,1,4,1,0,2809,False,3,6,4,2,1,5,3,4,2,1,6,5,True,baboons,,
EWINE,rectangle,3,5,2,0,2949,True,4,2,6,1,5,3,5,2,4,1,3,6,True,baboons,,
EWINE,isoTrapezoid,3,0,0,1,1379,False,6,2,3,1,4,5,1,2,5,6,3,4,True,baboons,,
EWINE,square,2,1,1,1,621,False,1,6,3,4,2,5,1,6,3,2,4,5,True,baboons,,
EWINE,parallelogram,1,3,0,0,660,True,6,1,3,5,4,2,1,3,2,6,5,4,True,baboons,,
EWINE,rectangle,0,3,5,0,1781,True,4,3,5,1,2,6,2,4,1,3,5,6,True,baboons,,
EWINE,rustedHinge,0,0,3,0,2703,True,3,2,6,5,1,4,5,4,2,6,1,3,True,baboons,,
EWINE,isoTrapezoid,0,0,1,0,2391,False,6,2,3,1,4,5,6,5,4,3,2,1,True,baboons,,
